ID,Date,Element,Data_Value
UPM00033961,2005-03-26,TMIN,7
UPM00033961,2006-07-20,TMAX,281
UPM00033966,2005-05-25,TMIN,130
UPM00033962,2006-07-10,TMIN,155
UPM00033966,2009-01-17,TMIN,0
UPM00033966,2006-02-10,TMAX,43
UPM00033962,2006-09-27,TMIN,70
UPM00033961,2006-07-20,TMIN,194
UPM00033962,2006-02-02,TMAX,69
UPM00033961,2006-08-11,TMIN,189
UPM00033962,2008-12-17,TMIN,-17
UPM00033961,2005-03-25,TMIN,-58
UPM00033961,2005-05-13,TMIN,125
UPM00033961,2005-05-13,TMAX,202
UPM00033961,2005-03-25,TMAX,46
UPM00033966,2008-05-30,TMAX,219
UPM00033962,2008-12-17,TMAX,22
UPM00033966,2008-03-21,TMIN,-28
UPM00033962,2005-10-12,TMIN,82
UPM00033962,2008-09-11,TMAX,259
UPM00033962,2006-09-27,TMAX,265
UPM00033966,2006-06-14,TMAX,175
UPM00033962,2006-06-30,TMIN,154
UPM00033966,2005-10-21,TMAX,104
UPM00033961,2006-08-11,TMAX,290
UPM00033961,2006-02-09,TMIN,-104
UPM00033961,2008-08-12,TMAX,293
UPM00033961,2006-06-27,TMIN,234
UPM00033961,2006-10-28,TMIN,116
UPM00033961,2008-02-08,TMIN,-5
UPM00033966,2007-12-17,TMIN,-64
UPM00033961,2005-01-25,TMAX,36
UPM00033961,2005-03-18,TMIN,67
UPM00033961,2006-10-02,TMIN,134
UPM00033961,2007-12-11,TMIN,31
UPM00033961,2008-09-12,TMAX,238
UPM00033966,2005-02-08,TMAX,-33
UPM00033962,2006-01-12,TMIN,-20
UPM00033962,2005-12-27,TMAX,83
UPM00033962,2007-01-30,TMIN,-48
UPM00033966,2006-05-21,TMAX,281
UPM00033961,2007-07-25,TMIN,211
UPM00033966,2006-09-28,TMIN,136
UPM00033962,2008-09-11,TMIN,124
UPM00033961,2006-03-26,TMAX,32
UPM00033961,2006-06-13,TMAX,213
UPM00033962,2005-12-27,TMIN,-18
UPM00033966,2005-09-18,TMAX,293
UPM00033961,2005-03-16,TMIN,-3
UPM00033961,2006-03-02,TMAX,69
UPM00033961,2007-11-23,TMIN,12
UPM00033961,2005-09-22,TMAX,216
UPM00033962,2009-06-10,TMIN,125
UPM00033966,2006-06-14,TMIN,136
UPM00033962,2009-06-10,TMAX,321
UPM00033966,2005-08-14,TMIN,160
UPM00033966,2005-10-21,TMIN,50
UPM00033961,2006-03-02,TMIN,-2
UPM00033966,2008-09-08,TMAX,285
UPM00033962,2008-12-19,TMIN,-6
UPM00033966,2007-06-12,TMIN,126
UPM00033961,2009-02-23,TMAX,-5
UPM00033966,2005-04-25,TMAX,161
UPM00033961,2006-12-21,TMAX,5
UPM00033966,2008-04-09,TMIN,31
UPM00033961,2005-04-12,TMIN,52
UPM00033966,2005-06-23,TMIN,145
UPM00033962,2006-08-22,TMIN,184
UPM00033962,2006-08-22,TMAX,289
UPM00033966,2005-11-10,TMIN,-6
UPM00033962,2006-07-13,TMAX,299
UPM00033966,2005-05-11,TMIN,90
UPM00033966,2008-02-23,TMAX,140
UPM00033961,2006-06-18,TMIN,180
UPM00033966,2006-04-07,TMIN,22
UPM00033966,2008-02-23,TMIN,15
UPM00033966,2006-02-20,TMAX,159
UPM00033962,2006-09-03,TMAX,227
UPM00033961,2008-06-20,TMIN,197
UPM00033966,2007-10-28,TMAX,110
UPM00033966,2005-01-18,TMIN,10
UPM00033966,2005-01-18,TMAX,23
UPM00033962,2006-07-13,TMIN,219
UPM00033961,2006-06-09,TMIN,150
UPM00033966,2006-06-26,TMAX,295
UPM00033961,2007-12-10,TMAX,45
UPM00033966,2007-05-19,TMIN,115
UPM00033966,2006-09-26,TMIN,116
UPM00033966,2006-06-30,TMIN,152
UPM00033966,2006-06-26,TMIN,160
UPM00033961,2006-04-05,TMIN,14
UPM00033966,2008-04-09,TMAX,173
UPM00033961,2007-10-28,TMAX,134
UPM00033962,2009-01-18,TMIN,-27
UPM00033966,2005-02-15,TMIN,75
UPM00033961,2006-06-09,TMAX,203
UPM00033966,2007-05-22,TMIN,126
UPM00033966,2005-04-16,TMIN,43
UPM00033961,2006-03-31,TMAX,155
UPM00033966,2006-06-30,TMAX,317
UPM00033961,2006-08-18,TMAX,324
UPM00033961,2006-06-18,TMAX,252
UPM00033962,2006-12-12,TMIN,32
UPM00033961,2007-01-20,TMIN,33
UPM00033966,2009-06-04,TMIN,143
UPM00033961,2005-04-28,TMIN,101
UPM00033966,2007-06-01,TMAX,320
UPM00033966,2007-06-01,TMIN,157
UPM00033966,2006-12-20,TMAX,17
UPM00033961,2005-03-27,TMAX,100
UPM00033961,2009-04-26,TMAX,180
UPM00033966,2005-02-07,TMIN,-73
UPM00033966,2005-02-15,TMAX,162
UPM00033962,2009-04-13,TMIN,-30
UPM00033962,2005-04-04,TMAX,130
UPM00033966,2005-03-25,TMAX,96
UPM00033966,2007-07-22,TMAX,376
UPM00033966,2009-04-26,TMAX,179
UPM00033966,2005-02-16,TMIN,43
UPM00033961,2008-07-11,TMAX,257
UPM00033962,2009-06-01,TMIN,85
UPM00033962,2005-07-12,TMIN,173
UPM00033962,2005-02-02,TMIN,-49
UPM00033966,2005-03-25,TMIN,-83
UPM00033966,2006-02-20,TMIN,59
UPM00033962,2006-12-12,TMAX,48
UPM00033962,2005-03-02,TMIN,-104
UPM00033966,2005-04-14,TMIN,149
UPM00033961,2006-03-10,TMAX,16
UPM00033962,2006-05-04,TMIN,70
UPM00033961,2008-12-16,TMIN,4
UPM00033966,2005-04-14,TMAX,219
UPM00033962,2009-01-17,TMIN,0
UPM00033961,2005-03-27,TMIN,2
UPM00033966,2008-09-18,TMIN,149
UPM00033966,2006-09-04,TMIN,165
UPM00033962,2005-04-04,TMIN,-82
UPM00033962,2008-12-11,TMIN,-22
UPM00033966,2008-12-22,TMIN,-35
UPM00033962,2009-04-22,TMIN,19
UPM00033961,2006-08-18,TMIN,180
UPM00033961,2006-03-31,TMIN,76
UPM00033961,2006-04-04,TMIN,27
UPM00033961,2007-01-06,TMIN,-54
UPM00033966,2006-06-23,TMIN,169
UPM00033962,2008-07-03,TMIN,112
UPM00033961,2006-08-29,TMAX,236
UPM00033966,2005-11-10,TMAX,128
UPM00033962,2005-05-06,TMAX,174
UPM00033961,2005-09-10,TMIN,194
UPM00033966,2006-03-07,TMIN,76
UPM00033962,2009-02-13,TMIN,38
UPM00033966,2009-01-13,TMIN,-133
UPM00033966,2006-04-16,TMIN,47
UPM00033966,2006-11-10,TMAX,127
UPM00033961,2006-10-10,TMIN,106
UPM00033962,2008-10-28,TMIN,43
UPM00033961,2008-02-27,TMIN,-28
UPM00033966,2005-03-11,TMIN,-95
UPM00033966,2005-03-11,TMAX,-11
UPM00033966,2008-10-30,TMIN,32
UPM00033961,2005-07-20,TMIN,197
UPM00033966,2006-10-29,TMAX,143
UPM00033966,2007-01-29,TMAX,39
UPM00033961,2007-11-27,TMIN,43
UPM00033966,2005-10-03,TMAX,215
UPM00033966,2005-10-03,TMIN,107
UPM00033961,2008-01-08,TMIN,4
UPM00033966,2006-09-03,TMAX,217
UPM00033961,2006-08-29,TMIN,189
UPM00033966,2005-04-11,TMIN,51
UPM00033966,2007-06-04,TMAX,263
UPM00033962,2007-10-11,TMAX,200
UPM00033966,2006-02-11,TMIN,11
UPM00033966,2008-12-18,TMIN,-77
UPM00033966,2009-01-13,TMAX,72
UPM00033966,2007-01-29,TMIN,-78
UPM00033962,2005-04-16,TMIN,26
UPM00033966,2005-11-09,TMAX,115
UPM00033962,2007-10-11,TMIN,49
UPM00033961,2005-07-12,TMIN,198
UPM00033962,2008-11-26,TMIN,80
UPM00033966,2005-05-07,TMIN,94
UPM00033962,2006-10-23,TMIN,129
UPM00033962,2006-04-21,TMAX,204
UPM00033962,2005-06-24,TMAX,250
UPM00033962,2005-12-04,TMIN,2
UPM00033962,2007-12-05,TMAX,143
UPM00033962,2008-01-14,TMIN,-141
UPM00033961,2008-12-16,TMAX,14
UPM00033961,2007-09-10,TMAX,214
UPM00033961,2007-09-10,TMIN,135
UPM00033962,2005-06-24,TMIN,125
UPM00033962,2005-01-28,TMAX,49
UPM00033962,2008-10-31,TMIN,82
UPM00033966,2005-10-26,TMIN,19
UPM00033961,2005-07-05,TMIN,186
UPM00033961,2007-04-28,TMIN,81
UPM00033966,2006-04-07,TMAX,169
UPM00033966,2006-08-24,TMAX,284
UPM00033966,2006-06-23,TMAX,263
UPM00033961,2006-01-29,TMAX,-28
UPM00033962,2005-06-22,TMIN,80
UPM00033962,2009-01-05,TMAX,-46
UPM00033962,2006-06-17,TMIN,125
UPM00033962,2005-02-13,TMAX,68
UPM00033962,2006-10-27,TMIN,101
UPM00033961,2006-12-03,TMAX,95
UPM00033962,2006-10-27,TMAX,159
UPM00033962,2008-09-14,TMIN,127
UPM00033962,2008-09-14,TMAX,193
UPM00033966,2009-02-12,TMAX,91
UPM00033962,2008-04-14,TMIN,64
UPM00033962,2005-01-28,TMIN,30
UPM00033961,2006-10-10,TMAX,186
UPM00033966,2008-01-22,TMAX,132
UPM00033966,2006-11-24,TMIN,25
UPM00033962,2009-01-05,TMIN,-58
UPM00033961,2006-08-01,TMIN,180
UPM00033966,2008-06-27,TMIN,125
UPM00033961,2005-03-06,TMAX,45
UPM00033962,2005-12-04,TMAX,86
UPM00033962,2007-12-05,TMIN,41
UPM00033966,2006-03-06,TMIN,47
UPM00033966,2005-04-25,TMIN,-1
UPM00033962,2006-04-22,TMIN,32
UPM00033961,2007-04-12,TMAX,164
UPM00033962,2007-05-05,TMIN,-1
UPM00033966,2005-01-26,TMIN,33
UPM00033966,2005-01-26,TMAX,116
UPM00033962,2006-09-04,TMAX,274
UPM00033966,2006-05-10,TMAX,191
UPM00033961,2008-11-02,TMAX,163
UPM00033966,2007-06-19,TMAX,275
UPM00033962,2006-02-16,TMIN,-159
UPM00033966,2009-04-07,TMIN,8
UPM00033966,2008-11-20,TMIN,27
UPM00033966,2007-08-09,TMIN,160
UPM00033962,2008-03-19,TMAX,141
UPM00033961,2006-06-21,TMIN,177
UPM00033966,2005-09-19,TMIN,145
UPM00033961,2008-02-19,TMIN,-117
UPM00033966,2005-09-19,TMAX,257
UPM00033962,2008-03-19,TMIN,22
UPM00033962,2009-03-02,TMIN,-56
UPM00033961,2006-03-10,TMIN,-90
UPM00033962,2006-09-04,TMIN,153
UPM00033966,2005-01-03,TMAX,65
UPM00033962,2006-06-16,TMIN,95
UPM00033962,2006-02-06,TMIN,-114
UPM00033962,2006-12-13,TMIN,24
UPM00033962,2005-02-27,TMIN,17
UPM00033962,2007-02-07,TMIN,1
UPM00033961,2008-03-30,TMIN,70
UPM00033966,2006-01-17,TMAX,-28
UPM00033966,2007-06-19,TMIN,164
UPM00033961,2008-03-30,TMAX,85
UPM00033966,2008-06-05,TMIN,61
UPM00033961,2005-08-24,TMAX,269
UPM00033961,2005-08-24,TMIN,189
UPM00033961,2007-10-15,TMAX,105
UPM00033966,2006-11-07,TMIN,15
UPM00033966,2007-11-26,TMIN,86
UPM00033962,2008-05-20,TMIN,91
UPM00033962,2007-01-25,TMIN,118
UPM00033962,2007-08-22,TMAX,354
UPM00033966,2006-03-15,TMIN,23
UPM00033962,2006-02-16,TMAX,-4
UPM00033961,2005-11-09,TMIN,22
UPM00033962,2007-10-09,TMIN,29
UPM00033966,2007-05-11,TMAX,222
UPM00033962,2006-02-03,TMIN,6
UPM00033966,2008-01-22,TMIN,-2
UPM00033962,2006-03-26,TMAX,82
UPM00033966,2006-05-16,TMIN,73
UPM00033962,2006-02-03,TMAX,6
UPM00033962,2006-06-21,TMIN,121
UPM00033962,2009-01-16,TMAX,52
UPM00033961,2006-12-21,TMIN,-3
UPM00033962,2007-08-07,TMIN,235
UPM00033966,2009-04-25,TMIN,-4
UPM00033966,2007-01-26,TMIN,75
UPM00033962,2008-01-31,TMIN,-68
UPM00033966,2009-04-25,TMAX,158
UPM00033962,2006-09-25,TMIN,145
UPM00033962,2005-10-14,TMIN,28
UPM00033962,2007-04-24,TMIN,-3
UPM00033966,2006-03-15,TMAX,57
UPM00033966,2007-11-26,TMAX,153
UPM00033966,2005-02-22,TMAX,91
UPM00033961,2007-10-15,TMIN,59
UPM00033966,2006-09-20,TMAX,225
UPM00033961,2009-06-04,TMIN,183
UPM00033966,2006-05-10,TMIN,62
UPM00033962,2006-07-08,TMIN,80
UPM00033961,2008-08-07,TMAX,275
UPM00033962,2009-02-05,TMIN,66
UPM00033966,2006-06-17,TMIN,110
UPM00033961,2007-08-10,TMIN,242
UPM00033961,2005-02-03,TMIN,9
UPM00033962,2009-01-16,TMIN,10
UPM00033961,2006-10-15,TMAX,168
UPM00033962,2007-04-24,TMAX,166
UPM00033962,2005-10-14,TMAX,190
UPM00033961,2005-10-08,TMIN,121
UPM00033966,2007-06-16,TMIN,138
UPM00033966,2008-03-14,TMIN,45
UPM00033962,2006-02-06,TMAX,-93
UPM00033962,2006-07-31,TMAX,300
UPM00033962,2008-12-24,TMIN,-40
UPM00033966,2006-09-04,TMAX,259
UPM00033962,2008-03-03,TMIN,20
UPM00033962,2008-06-27,TMIN,124
UPM00033961,2006-06-03,TMIN,192
UPM00033966,2007-03-19,TMIN,-8
UPM00033962,2006-07-31,TMIN,110
UPM00033966,2007-11-01,TMIN,67
UPM00033961,2008-08-09,TMAX,260
UPM00033966,2008-01-14,TMIN,-125
UPM00033962,2005-10-05,TMIN,39
UPM00033961,2007-03-03,TMIN,47
UPM00033966,2007-01-30,TMAX,-54
UPM00033961,2008-02-29,TMIN,-4
UPM00033966,2007-01-30,TMIN,-56
UPM00033962,2005-07-24,TMAX,314
UPM00033961,2008-01-10,TMIN,-150
UPM00033961,2006-08-01,TMAX,290
UPM00033966,2009-02-01,TMAX,75
UPM00033961,2007-04-12,TMIN,48
UPM00033966,2007-05-16,TMAX,268
UPM00033966,2007-05-16,TMIN,97
UPM00033962,2007-05-06,TMAX,194
UPM00033966,2005-07-07,TMIN,124
UPM00033962,2007-01-13,TMIN,37
UPM00033961,2005-11-09,TMAX,60
UPM00033961,2008-02-28,TMIN,12
UPM00033961,2005-04-17,TMAX,212
UPM00033966,2006-10-03,TMIN,73
UPM00033966,2005-02-07,TMAX,-50
UPM00033961,2007-03-01,TMIN,-18
UPM00033962,2007-03-16,TMIN,-18
UPM00033961,2005-04-28,TMAX,121
UPM00033962,2007-03-16,TMAX,123
UPM00033961,2006-06-16,TMIN,140
UPM00033961,2007-05-06,TMAX,159
UPM00033962,2006-05-04,TMAX,115
UPM00033961,2008-07-11,TMIN,145
UPM00033962,2005-02-16,TMIN,35
UPM00033966,2006-02-22,TMIN,5
UPM00033966,2006-07-04,TMIN,107
UPM00033966,2007-04-05,TMIN,6
UPM00033962,2008-07-13,TMIN,124
UPM00033962,2008-07-13,TMAX,297
UPM00033966,2007-01-12,TMIN,69
UPM00033966,2009-06-02,TMIN,112
UPM00033961,2007-01-03,TMIN,38
UPM00033962,2005-06-23,TMIN,148
UPM00033966,2009-06-02,TMAX,271
UPM00033962,2005-02-27,TMAX,114
UPM00033961,2005-12-21,TMIN,-48
UPM00033961,2007-01-03,TMAX,70
UPM00033966,2006-09-05,TMIN,168
UPM00033961,2005-05-07,TMIN,106
UPM00033961,2005-08-19,TMIN,260
UPM00033962,2007-01-25,TMAX,157
UPM00033961,2005-12-23,TMIN,-75
UPM00033962,2007-11-16,TMIN,81
UPM00033961,2006-02-03,TMIN,-15
UPM00033961,2007-08-20,TMAX,297
UPM00033961,2007-10-31,TMIN,113
UPM00033966,2008-07-07,TMIN,149
UPM00033962,2009-03-06,TMIN,37
UPM00033966,2008-07-07,TMAX,283
UPM00033966,2007-01-12,TMAX,138
UPM00033961,2007-03-01,TMAX,30
UPM00033966,2005-02-22,TMIN,-45
UPM00033962,2006-11-21,TMAX,74
UPM00033962,2008-09-10,TMAX,264
UPM00033962,2006-11-21,TMIN,-40
UPM00033961,2006-09-30,TMIN,173
UPM00033962,2008-09-10,TMIN,137
UPM00033961,2009-02-15,TMAX,70
UPM00033961,2007-04-11,TMIN,37
UPM00033961,2007-04-11,TMAX,128
UPM00033961,2006-02-03,TMAX,5
UPM00033962,2007-12-13,TMIN,8
UPM00033961,2007-05-08,TMIN,138
UPM00033966,2006-10-25,TMIN,51
UPM00033961,2006-07-04,TMIN,185
UPM00033962,2006-03-02,TMAX,80
UPM00033966,2007-06-18,TMAX,311
UPM00033961,2005-01-24,TMIN,-20
UPM00033966,2007-06-18,TMIN,148
UPM00033962,2008-11-06,TMIN,61
UPM00033962,2006-06-07,TMAX,248
UPM00033962,2006-06-07,TMIN,78
UPM00033966,2009-02-23,TMAX,47
UPM00033966,2006-06-05,TMAX,263
UPM00033961,2005-01-24,TMAX,33
UPM00033961,2008-11-10,TMIN,78
UPM00033962,2007-03-10,TMIN,-45
UPM00033962,2005-07-06,TMIN,153
UPM00033962,2008-02-15,TMIN,-69
UPM00033961,2009-01-27,TMIN,17
UPM00033961,2007-03-04,TMAX,71
UPM00033966,2008-11-25,TMIN,-6
UPM00033961,2008-12-15,TMIN,9
UPM00033966,2009-03-20,TMIN,19
UPM00033966,2006-06-05,TMIN,161
UPM00033966,2007-11-11,TMAX,68
UPM00033961,2006-07-06,TMIN,207
UPM00033962,2009-01-07,TMIN,-60
UPM00033962,2009-01-07,TMAX,-42
UPM00033966,2005-04-06,TMAX,162
UPM00033961,2005-05-25,TMAX,241
UPM00033962,2008-02-23,TMIN,10
UPM00033962,2009-02-12,TMAX,109
UPM00033966,2008-07-25,TMIN,206
UPM00033966,2005-03-31,TMIN,-66
UPM00033962,2006-05-09,TMAX,141
UPM00033961,2009-01-27,TMAX,72
UPM00033961,2006-12-13,TMIN,32
UPM00033961,2005-04-11,TMIN,38
UPM00033966,2007-11-04,TMAX,122
UPM00033966,2007-11-04,TMIN,12
UPM00033962,2007-02-24,TMIN,-191
UPM00033962,2008-02-23,TMAX,151
UPM00033966,2006-05-23,TMAX,271
UPM00033961,2005-08-07,TMIN,243
UPM00033966,2005-02-17,TMIN,80
UPM00033962,2005-07-06,TMAX,275
UPM00033962,2005-01-24,TMIN,-45
UPM00033962,2005-05-25,TMAX,272
UPM00033962,2006-05-10,TMIN,32
UPM00033966,2006-06-29,TMIN,167
UPM00033966,2008-04-16,TMAX,207
UPM00033966,2008-04-16,TMIN,96
UPM00033962,2005-11-05,TMIN,90
UPM00033966,2005-04-18,TMAX,252
UPM00033962,2005-01-24,TMAX,40
UPM00033961,2005-11-14,TMIN,46
UPM00033961,2005-11-12,TMIN,56
UPM00033962,2005-02-10,TMIN,-52
UPM00033962,2005-09-14,TMAX,299
UPM00033962,2005-02-10,TMAX,-38
UPM00033966,2005-05-03,TMAX,116
UPM00033962,2005-06-26,TMIN,124
UPM00033966,2005-03-07,TMIN,-27
UPM00033962,2008-07-30,TMAX,274
UPM00033962,2008-07-30,TMIN,140
UPM00033961,2007-11-11,TMAX,92
UPM00033966,2007-03-07,TMIN,20
UPM00033961,2007-05-23,TMIN,159
UPM00033962,2005-03-06,TMAX,113
UPM00033962,2005-09-14,TMIN,119
UPM00033961,2007-05-23,TMAX,252
UPM00033966,2006-05-23,TMIN,99
UPM00033961,2006-06-22,TMAX,255
UPM00033962,2005-07-18,TMIN,155
UPM00033961,2006-06-22,TMIN,225
UPM00033966,2009-02-23,TMIN,-46
UPM00033962,2006-01-24,TMIN,-291
UPM00033962,2005-05-25,TMIN,112
UPM00033961,2008-11-07,TMIN,66
UPM00033962,2006-05-10,TMAX,162
UPM00033962,2005-04-10,TMAX,194
UPM00033962,2009-02-18,TMIN,-26
UPM00033966,2008-08-16,TMAX,355
UPM00033966,2005-07-31,TMAX,314
UPM00033961,2006-07-16,TMAX,268
UPM00033962,2005-11-29,TMIN,70
UPM00033961,2005-01-10,TMIN,33
UPM00033966,2006-11-21,TMAX,101
UPM00033966,2007-03-03,TMIN,74
UPM00033962,2007-07-26,TMIN,202
UPM00033961,2008-03-25,TMIN,79
UPM00033961,2005-10-16,TMAX,125
UPM00033962,2007-07-26,TMAX,330
UPM00033961,2006-04-01,TMIN,42
UPM00033966,2007-02-05,TMAX,8
UPM00033962,2006-04-08,TMIN,58
UPM00033961,2006-12-15,TMAX,89
UPM00033962,2008-10-27,TMIN,98
UPM00033966,2007-04-13,TMIN,55
UPM00033962,2005-08-18,TMAX,364
UPM00033966,2007-01-05,TMAX,42
UPM00033966,2007-01-05,TMIN,-35
UPM00033961,2008-03-02,TMIN,48
UPM00033961,2006-05-25,TMAX,243
UPM00033961,2008-03-14,TMIN,48
UPM00033961,2005-12-28,TMIN,49
UPM00033966,2007-11-20,TMIN,17
UPM00033961,2005-02-18,TMIN,30
UPM00033961,2006-04-26,TMAX,145
UPM00033966,2006-04-04,TMIN,-10
UPM00033961,2008-09-24,TMAX,192
UPM00033961,2008-04-16,TMAX,170
UPM00033961,2007-12-03,TMIN,-8
UPM00033962,2006-01-15,TMAX,-23
UPM00033966,2005-11-24,TMIN,-35
UPM00033966,2008-12-02,TMIN,42
UPM00033962,2005-11-12,TMIN,46
UPM00033961,2008-12-24,TMIN,3
UPM00033966,2006-11-21,TMIN,-37
UPM00033961,2006-12-22,TMAX,0
UPM00033966,2006-08-15,TMIN,179
UPM00033966,2006-08-15,TMAX,364
UPM00033966,2008-06-30,TMIN,133
UPM00033961,2006-12-15,TMIN,-3
UPM00033961,2007-04-25,TMIN,86
UPM00033966,2005-06-17,TMAX,268
UPM00033961,2009-02-09,TMIN,38
UPM00033962,2009-03-03,TMIN,-55
UPM00033961,2007-08-15,TMIN,205
UPM00033966,2008-10-24,TMAX,146
UPM00033961,2007-07-19,TMIN,194
UPM00033961,2006-06-14,TMAX,195
UPM00033961,2007-07-19,TMAX,304
UPM00033961,2006-07-03,TMIN,184
UPM00033962,2008-10-20,TMIN,25
UPM00033966,2007-11-11,TMIN,67
UPM00033966,2007-02-06,TMIN,-58
UPM00033962,2005-08-12,TMIN,122
UPM00033962,2006-02-04,TMIN,-10
UPM00033966,2007-03-22,TMAX,211
UPM00033961,2005-05-25,TMIN,203
UPM00033961,2008-03-25,TMAX,165
UPM00033966,2007-03-22,TMIN,113
UPM00033961,2006-06-14,TMIN,155
UPM00033961,2007-12-06,TMIN,44
UPM00033961,2008-09-15,TMAX,170
UPM00033966,2008-10-24,TMIN,18
UPM00033962,2007-03-30,TMIN,-29
UPM00033966,2005-12-24,TMIN,-132
UPM00033966,2006-08-18,TMIN,141
UPM00033961,2009-01-07,TMIN,-94
UPM00033962,2005-03-27,TMAX,174
UPM00033962,2008-08-11,TMAX,320
UPM00033966,2006-08-18,TMAX,314
UPM00033961,2006-02-20,TMAX,90
UPM00033961,2008-06-24,TMIN,185
UPM00033966,2007-02-28,TMIN,-91
UPM00033961,2006-02-20,TMIN,30
UPM00033966,2007-02-05,TMIN,-80
UPM00033962,2005-12-16,TMIN,1
UPM00033966,2008-07-25,TMAX,351
UPM00033961,2008-09-15,TMIN,91
UPM00033962,2005-03-27,TMIN,-20
UPM00033966,2005-04-18,TMIN,88
UPM00033961,2009-01-07,TMAX,-57
UPM00033966,2007-05-25,TMIN,144
UPM00033966,2006-04-13,TMIN,115
UPM00033966,2007-12-13,TMIN,-1
UPM00033966,2006-07-31,TMAX,289
UPM00033962,2008-12-14,TMAX,30
UPM00033966,2005-05-04,TMIN,72
UPM00033962,2008-02-14,TMIN,-76
UPM00033966,2005-05-04,TMAX,184
UPM00033961,2008-11-25,TMIN,43
UPM00033966,2006-02-01,TMAX,18
UPM00033961,2006-04-03,TMAX,132
UPM00033962,2006-08-30,TMAX,304
UPM00033961,2007-05-18,TMIN,163
UPM00033961,2005-02-01,TMIN,-85
UPM00033962,2007-11-04,TMAX,112
UPM00033962,2005-07-29,TMIN,180
UPM00033961,2005-01-20,TMAX,57
UPM00033966,2006-07-02,TMAX,216
UPM00033961,2007-05-18,TMAX,214
UPM00033961,2006-09-03,TMAX,231
UPM00033961,2009-01-11,TMAX,-95
UPM00033966,2005-10-12,TMIN,91
UPM00033962,2005-11-09,TMIN,33
UPM00033966,2005-04-28,TMIN,92
UPM00033962,2006-08-28,TMAX,316
UPM00033966,2005-04-28,TMAX,143
UPM00033962,2006-08-28,TMIN,195
UPM00033961,2007-02-26,TMIN,-36
UPM00033962,2007-01-17,TMIN,-39
UPM00033961,2007-02-26,TMAX,-15
UPM00033961,2007-06-08,TMIN,188
UPM00033966,2006-10-06,TMIN,94
UPM00033961,2009-03-24,TMIN,27
UPM00033961,2005-03-28,TMIN,37
UPM00033966,2006-01-19,TMAX,53
UPM00033962,2007-06-08,TMIN,104
UPM00033962,2008-09-25,TMIN,71
UPM00033962,2006-08-30,TMIN,194
UPM00033966,2007-04-06,TMIN,37
UPM00033966,2007-06-14,TMIN,119
UPM00033961,2006-10-08,TMAX,165
UPM00033962,2007-11-04,TMIN,11
UPM00033961,2005-03-15,TMIN,-29
UPM00033966,2006-01-25,TMAX,-150
UPM00033966,2007-02-15,TMIN,1
UPM00033961,2008-04-10,TMIN,60
UPM00033961,2006-05-11,TMAX,154
UPM00033961,2008-04-10,TMAX,124
UPM00033961,2005-03-15,TMAX,96
UPM00033966,2008-01-16,TMIN,-104
UPM00033961,2006-03-16,TMAX,62
UPM00033966,2008-02-05,TMIN,-4
UPM00033962,2005-09-09,TMAX,276
UPM00033966,2007-05-04,TMIN,18
UPM00033966,2008-10-22,TMIN,3
UPM00033966,2007-05-04,TMAX,179
UPM00033966,2008-04-08,TMAX,117
UPM00033966,2006-05-05,TMAX,134
UPM00033961,2006-09-25,TMIN,175
UPM00033966,2008-02-08,TMIN,-12
UPM00033961,2006-05-11,TMIN,69
UPM00033966,2007-02-15,TMAX,138
UPM00033961,2007-05-05,TMIN,48
UPM00033966,2007-10-31,TMIN,110
UPM00033961,2006-04-03,TMIN,54
UPM00033966,2008-12-26,TMIN,-86
UPM00033962,2008-01-23,TMIN,2
UPM00033966,2006-01-12,TMIN,-41
UPM00033966,2006-01-05,TMIN,9
UPM00033966,2007-03-28,TMIN,11
UPM00033961,2005-10-12,TMIN,106
UPM00033962,2005-09-09,TMIN,110
UPM00033961,2006-02-24,TMIN,-7
UPM00033961,2005-10-02,TMAX,226
UPM00033962,2007-04-19,TMAX,148
UPM00033962,2007-04-19,TMIN,-17
UPM00033966,2005-12-29,TMAX,146
UPM00033966,2006-07-31,TMIN,114
UPM00033961,2005-02-06,TMAX,-47
UPM00033966,2006-01-25,TMIN,-243
UPM00033966,2006-10-06,TMAX,286
UPM00033961,2006-04-19,TMAX,166
UPM00033966,2008-09-10,TMAX,250
UPM00033962,2006-06-22,TMAX,277
UPM00033961,2007-11-05,TMIN,65
UPM00033962,2007-06-09,TMIN,81
UPM00033962,2005-04-28,TMAX,138
UPM00033962,2005-08-04,TMIN,185
UPM00033962,2007-07-12,TMIN,142
UPM00033966,2006-12-28,TMIN,-10
UPM00033961,2008-02-23,TMIN,7
UPM00033966,2009-06-01,TMIN,104
UPM00033962,2007-03-23,TMIN,49
UPM00033966,2006-05-18,TMAX,236
UPM00033961,2007-11-05,TMAX,66
UPM00033966,2006-12-28,TMAX,58
UPM00033966,2005-12-05,TMIN,64
UPM00033961,2008-11-11,TMIN,87
UPM00033961,2008-07-24,TMAX,292
UPM00033966,2005-06-17,TMIN,146
UPM00033966,2008-07-30,TMAX,283
UPM00033962,2007-03-23,TMAX,123
UPM00033966,2006-05-18,TMIN,72
UPM00033966,2009-01-15,TMIN,-44
UPM00033961,2006-06-24,TMIN,211
UPM00033961,2008-12-22,TMIN,-22
UPM00033961,2008-03-03,TMIN,32
UPM00033966,2007-12-13,TMAX,1
UPM00033966,2006-08-11,TMAX,311
UPM00033962,2005-04-28,TMIN,85
